date,ra,case_cnt,death_cnt
2020-11-09,sobradinho,30,0
2020-11-09,sobradinho_ii,1,0
2020-11-09,sudoeste_octogonal,13,0
2020-11-09,sao_sebastiao,14,0
2020-11-09,taguatinga,51,1
2020-11-09,varjao,1,0
2020-11-09,vicente_pires,13,0
2020-11-09,aguas_claras,42,0
2020-11-10,brazlandia,24,1
2020-11-10,candangolandia,6,0
2020-11-10,ceilandia,57,2
2020-11-10,cruzeiro,10,0
2020-11-10,gama,35,1
2020-11-10,guara,35,1
2020-11-10,itapoa,1,0
2020-11-10,jardim_botanico,11,0
2020-11-10,lago_norte,8,0
2020-11-10,lago_sul,15,0
2020-11-10,nucleo_bandeirante,13,1
2020-11-10,outros_estados,57,2
2020-11-10,paranoa,6,0
2020-11-10,park_way,9,0
2020-11-10,planaltina,25,0
2020-11-10,plano_piloto,78,1
2020-11-10,por_do_sol,1,0
2020-11-10,recanto_das_emas,13,0
2020-11-10,riacho_fundo,11,0
2020-11-10,riacho_fundo_ii,2,0
2020-11-10,samambaia,21,0
2020-11-10,santa_maria,15,0
2020-11-10,sobradinho,24,0
2020-11-10,sobradinho_ii,3,0
2020-11-10,sudoeste_octogonal,17,1
2020-11-10,sao_sebastiao,13,0
2020-11-10,taguatinga,51,0
2020-11-10,varjao,1,0
2020-11-10,vicente_pires,14,0
2020-11-10,aguas_claras,26,1
2020-11-11,brazlandia,12,0
2020-11-11,candangolandia,6,0
2020-11-11,ceilandia,44,2
2020-11-11,cruzeiro,8,0
2020-11-11,gama,25,0
2020-11-11,guara,45,0
2020-11-11,itapoa,2,0
2020-11-11,jardim_botanico,9,0
2020-11-11,lago_norte,13,0
2020-11-11,lago_sul,21,0
2020-11-11,nucleo_bandeirante,4,0
2020-11-11,outros_estados,97,4
2020-11-11,paranoa,7,0
2020-11-11,park_way,1,0
2020-11-11,planaltina,15,0
2020-11-11,plano_piloto,98,1
2020-11-11,por_do_sol,3,0
2020-11-11,recanto_das_emas,10,0
2020-11-11,riacho_fundo,9,1
2020-11-11,riacho_fundo_ii,5,0
2020-11-11,samambaia,28,0
2020-11-11,santa_maria,14,0
2020-11-11,sobradinho,23,0
2020-11-11,sobradinho_ii,4,0
2020-11-11,sudoeste_octogonal,23,0
2020-11-11,sao_sebastiao,12,0
2020-11-11,taguatinga,42,0
2020-11-11,vicente_pires,16,0
2020-11-11,aguas_claras,41,0
2020-11-12,arniqueira,1,0
2020-11-12,brazlandia,4,0
2020-11-12,candangolandia,2,0
2020-11-12,ceilandia,31,0
2020-11-12,cruzeiro,7,0
2020-11-12,gama,31,0
2020-11-12,guara,24,1
2020-11-12,itapoa,2,0
2020-11-12,jardim_botanico,11,0
2020-11-12,lago_norte,12,0
2020-11-12,lago_sul,20,1
2020-11-12,nucleo_bandeirante,4,0
2020-11-12,outros_estados,86,0
2020-11-12,paranoa,13,0
2020-11-12,park_way,6,0
2020-11-12,planaltina,16,0
2020-11-12,plano_piloto,74,0
2020-11-12,por_do_sol,1,0
2020-11-12,recanto_das_emas,10,0
2020-11-12,riacho_fundo,8,0
2020-11-12,riacho_fundo_ii,3,0
2020-11-12,scia,3,0
2020-11-12,samambaia,19,0
2020-11-12,santa_maria,19,0
2020-11-12,sobradinho,23,0
2020-11-12,sobradinho_ii,1,0
2020-11-12,sudoeste_octogonal,13,0
2020-11-12,sao_sebastiao,8,0
2020-11-12,taguatinga,45,0
2020-11-12,varjao,1,0
2020-11-12,vicente_pires,14,2
2020-11-12,aguas_claras,39,0
2020-11-13,arniqueira,3,0
2020-11-13,brazlandia,4,0
2020-11-13,candangolandia,2,0
2020-11-13,ceilandia,35,1
2020-11-13,cruzeiro,7,1
2020-11-13,fercal,2,0
2020-11-13,gama,12,0
2020-11-13,guara,35,1
2020-11-13,itapoa,5,0
2020-11-13,jardim_botanico,5,0
2020-11-13,lago_norte,13,0
2020-11-13,lago_sul,14,0
2020-11-13,nucleo_bandeirante,2,0
2020-11-13,outros_estados,68,0
2020-11-13,paranoa,11,1
2020-11-13,park_way,4,0
2020-11-13,planaltina,15,0
2020-11-13,plano_piloto,70,2
2020-11-13,recanto_das_emas,10,0
2020-11-13,riacho_fundo,8,1
2020-11-13,riacho_fundo_ii,1,0
2020-11-13,scia,4,0
2020-11-13,samambaia,31,0
2020-11-13,santa_maria,7,0
2020-11-13,sobradinho,24,0
2020-11-13,sobradinho_ii,2,0
2020-11-13,sudoeste_octogonal,28,0
2020-11-13,sao_sebastiao,9,0
2020-11-13,taguatinga,37,1
2020-11-13,vicente_pires,15,0
2020-11-13,aguas_claras,43,0
2020-11-14,brazlandia,7,0
2020-11-14,candangolandia,5,0
2020-11-14,ceilandia,19,0
2020-11-14,cruzeiro,6,0
2020-11-14,gama,12,0
2020-11-14,guara,36,0
2020-11-14,itapoa,4,0
2020-11-14,jardim_botanico,5,0
2020-11-14,lago_norte,5,0
2020-11-14,lago_sul,17,0
2020-11-14,nucleo_bandeirante,5,0
2020-11-14,outros_estados,39,0
2020-11-14,paranoa,3,0
2020-11-14,park_way,4,0
2020-11-14,planaltina,10,0
2020-11-14,plano_piloto,66,1
2020-11-14,recanto_das_emas,4,0
2020-11-14,riacho_fundo,5,0
2020-11-14,scia,1,0
2020-11-14,samambaia,18,0
2020-11-14,santa_maria,3,0
2020-11-14,sobradinho,11,0
2020-11-14,sobradinho_ii,7,0
2020-11-14,sudoeste_octogonal,18,0
2020-11-14,sao_sebastiao,5,0
2020-11-14,taguatinga,23,0
2020-11-14,vicente_pires,9,0
2020-11-14,aguas_claras,30,1
2020-11-15,brazlandia,2,0
2020-11-15,ceilandia,25,0
2020-11-15,cruzeiro,8,0
2020-11-15,gama,6,2
2020-11-15,guara,16,0
2020-11-15,itapoa,1,0
2020-11-15,jardim_botanico,2,0
2020-11-15,lago_norte,6,0
2020-11-15,lago_sul,10,0
2020-11-15,outros_estados,30,3
2020-11-15,paranoa,6,0
2020-11-15,park_way,1,0
2020-11-15,planaltina,11,0
2020-11-15,plano_piloto,57,0
2020-11-15,por_do_sol,2,0
2020-11-15,recanto_das_emas,6,0
2020-11-15,riacho_fundo,9,0
2020-11-15,riacho_fundo_ii,2,0
2020-11-15,sia,1,0
2020-11-15,samambaia,12,1
2020-11-15,santa_maria,12,0
2020-11-15,sistema_penitenciario,1,0
2020-11-15,sobradinho,13,0
2020-11-15,sudoeste_octogonal,9,0
2020-11-15,sao_sebastiao,14,0
2020-11-15,taguatinga,27,1
2020-11-15,varjao,1,0
2020-11-15,vicente_pires,9,0
2020-11-15,aguas_claras,20,0
2020-11-16,arniqueira,4,0
2020-11-16,brazlandia,6,0
2020-11-16,candangolandia,2,0
2020-11-16,ceilandia,50,0
2020-11-16,cruzeiro,8,0
2020-11-16,gama,20,0
2020-11-16,guara,51,0
2020-11-16,itapoa,1,0
2020-11-16,jardim_botanico,5,0
2020-11-16,lago_norte,8,0
2020-11-16,lago_sul,17,0
2020-11-16,nucleo_bandeirante,4,0
2020-11-16,outros_estados,72,1
2020-11-16,paranoa,6,0
2020-11-16,park_way,5,0
2020-11-16,planaltina,15,0
2020-11-16,plano_piloto,103,0
2020-11-16,por_do_sol,1,0
2020-11-16,recanto_das_emas,10,0
2020-11-16,riacho_fundo,11,1
2020-11-16,riacho_fundo_ii,6,1
2020-11-16,scia,4,0
2020-11-16,samambaia,19,0
2020-11-16,santa_maria,21,0
2020-11-16,sobradinho,29,0
2020-11-16,sobradinho_ii,2,0
2020-11-16,sudoeste_octogonal,25,0
2020-11-16,sao_sebastiao,18,0
2020-11-16,taguatinga,55,1
2020-11-16,varjao,1,0
2020-11-16,vicente_pires,16,0
2020-11-16,aguas_claras,51,0
2020-11-17,arniqueira,5,0
2020-11-17,brazlandia,8,0
2020-11-17,candangolandia,3,0
2020-11-17,ceilandia,40,1
2020-11-17,cruzeiro,9,0
2020-11-17,gama,29,0
2020-11-17,guara,53,0
2020-11-17,itapoa,3,0
2020-11-17,jardim_botanico,8,0
2020-11-17,lago_norte,10,0
2020-11-17,lago_sul,17,0
2020-11-17,nucleo_bandeirante,6,0
2020-11-17,outros_estados,72,0
2020-11-17,paranoa,5,1
2020-11-17,park_way,10,0
2020-11-17,planaltina,12,0
2020-11-17,plano_piloto,90,1
2020-11-17,por_do_sol,2,0
2020-11-17,recanto_das_emas,12,0
2020-11-17,riacho_fundo,7,0
2020-11-17,riacho_fundo_ii,8,0
2020-11-17,scia,2,0
2020-11-17,samambaia,30,1
2020-11-17,santa_maria,17,0
2020-11-17,sobradinho,29,1
2020-11-17,sobradinho_ii,1,0
2020-11-17,sudoeste_octogonal,21,0
2020-11-17,sao_sebastiao,14,0
2020-11-17,taguatinga,52,0
2020-11-17,vicente_pires,17,0
2020-11-17,aguas_claras,56,0
2020-11-18,arniqueira,4,0
2020-11-18,brazlandia,6,0
2020-11-18,candangolandia,6,0
2020-11-18,ceilandia,49,2
2020-11-18,cruzeiro,9,0
2020-11-18,gama,27,0
2020-11-18,guara,33,0
2020-11-18,itapoa,6,0
2020-11-18,jardim_botanico,10,1
2020-11-18,lago_norte,13,0
2020-11-18,lago_sul,17,0
2020-11-18,nucleo_bandeirante,12,0
2020-11-18,outros_estados,116,0
2020-11-18,paranoa,5,0
2020-11-18,park_way,12,0
2020-11-18,planaltina,19,0
2020-11-18,plano_piloto,79,1
2020-11-18,por_do_sol,1,1
2020-11-18,recanto_das_emas,11,0
2020-11-18,riacho_fundo,7,0
2020-11-18,riacho_fundo_ii,3,0
2020-11-18,scia,2,0
2020-11-18,samambaia,35,0
2020-11-18,santa_maria,17,1
2020-11-18,sobradinho,37,1
2020-11-18,sobradinho_ii,2,1
2020-11-18,sudoeste_octogonal,24,0
2020-11-18,sao_sebastiao,10,0
2020-11-18,taguatinga,42,1
2020-11-18,varjao,1,0
2020-11-18,vicente_pires,17,0
2020-11-18,aguas_claras,48,0
2020-11-19,arniqueira,1,0
2020-11-19,brazlandia,3,0
2020-11-19,ceilandia,30,1
2020-11-19,cruzeiro,5,0
2020-11-19,gama,27,0
2020-11-19,guara,28,0
2020-11-19,itapoa,6,0
2020-11-19,jardim_botanico,4,0
2020-11-19,lago_norte,20,0
2020-11-19,lago_sul,16,1
2020-11-19,nucleo_bandeirante,7,0
2020-11-19,outros_estados,50,1
2020-11-19,paranoa,6,0
2020-11-19,park_way,10,0
2020-11-19,planaltina,15,0
2020-11-19,plano_piloto,79,1
2020-11-19,recanto_das_emas,4,0
2020-11-19,riacho_fundo,5,0
2020-11-19,riacho_fundo_ii,2,0
2020-11-19,scia,2,0
2020-11-19,samambaia,29,2
2020-11-19,santa_maria,13,0
2020-11-19,sobradinho,25,0
2020-11-19,sobradinho_ii,2,0
2020-11-19,sudoeste_octogonal,18,0
2020-11-19,sao_sebastiao,5,0
2020-11-19,taguatinga,38,0
2020-11-19,vicente_pires,11,0
2020-11-19,aguas_claras,37,0
2020-11-20,arniqueira,1,0
2020-11-20,brazlandia,7,0
2020-11-20,candangolandia,5,1
2020-11-20,ceilandia,64,1
2020-11-20,cruzeiro,11,0
2020-11-20,gama,46,0
2020-11-20,guara,51,1
2020-11-20,itapoa,1,0
2020-11-20,jardim_botanico,17,1
2020-11-20,lago_norte,21,0
2020-11-20,lago_sul,27,0
2020-11-20,nucleo_bandeirante,4,0
2020-11-20,outros_estados,137,2
2020-11-20,paranoa,9,0
2020-11-20,park_way,12,0
2020-11-20,planaltina,34,2
2020-11-20,plano_piloto,166,1
2020-11-20,por_do_sol,3,0
2020-11-20,recanto_das_emas,26,0
2020-11-20,riacho_fundo,14,0
2020-11-20,riacho_fundo_ii,3,0
2020-11-20,scia,4,0
2020-11-20,samambaia,43,0
2020-11-20,santa_maria,23,0
2020-11-20,sistema_penitenciario,2,0
2020-11-20,sobradinho,47,1
2020-11-20,sobradinho_ii,5,0
2020-11-20,sudoeste_octogonal,45,0
2020-11-20,sao_sebastiao,20,0
2020-11-20,taguatinga,86,1
2020-11-20,varjao,1,0
2020-11-20,vicente_pires,19,0
2020-11-20,aguas_claras,61,0
2020-11-21,brazlandia,13,0
2020-11-21,candangolandia,3,0
2020-11-21,ceilandia,72,1
2020-11-21,cruzeiro,20,0
2020-11-21,gama,51,1
2020-11-21,guara,56,0
2020-11-21,itapoa,1,0
2020-11-21,jardim_botanico,10,0
2020-11-21,lago_norte,17,0
2020-11-21,lago_sul,20,0
2020-11-21,nucleo_bandeirante,6,0
2020-11-21,outros_estados,91,0
2020-11-21,paranoa,9,0
2020-11-21,park_way,6,0
2020-11-21,planaltina,26,0
2020-11-21,plano_piloto,120,0
2020-11-21,por_do_sol,2,0
2020-11-21,recanto_das_emas,16,0
2020-11-21,riacho_fundo,8,0
2020-11-21,riacho_fundo_ii,3,0
2020-11-21,scia,1,0
2020-11-21,samambaia,33,2
2020-11-21,santa_maria,26,0
2020-11-21,sistema_penitenciario,1,0
2020-11-21,sobradinho,49,0
2020-11-21,sobradinho_ii,7,0
2020-11-21,sudoeste_octogonal,31,0
2020-11-21,sao_sebastiao,23,1
2020-11-21,taguatinga,76,0
2020-11-21,vicente_pires,12,0
2020-11-21,aguas_claras,54,0
2020-11-22,brazlandia,1,0
2020-11-22,candangolandia,4,0
2020-11-22,ceilandia,46,0
2020-11-22,cruzeiro,12,0
2020-11-22,gama,47,0
2020-11-22,guara,49,1
2020-11-22,itapoa,2,0
2020-11-22,jardim_botanico,9,0
2020-11-22,lago_norte,10,0
2020-11-22,lago_sul,17,0
2020-11-22,nucleo_bandeirante,7,0
2020-11-22,outros_estados,59,0
2020-11-22,paranoa,3,0
2020-11-22,park_way,11,0
2020-11-22,planaltina,13,0
2020-11-22,plano_piloto,120,1
2020-11-22,recanto_das_emas,15,0
2020-11-22,riacho_fundo,11,0
2020-11-22,riacho_fundo_ii,2,0
2020-11-22,scia,1,0
2020-11-22,samambaia,34,0
2020-11-22,santa_maria,22,2
2020-11-22,sobradinho,26,0
2020-11-22,sobradinho_ii,3,0
2020-11-22,sudoeste_octogonal,30,1
2020-11-22,sao_sebastiao,9,0
2020-11-22,taguatinga,48,0
2020-11-22,vicente_pires,15,1
2020-11-22,aguas_claras,55,1
2020-11-23,arniqueira,2,0
2020-11-23,brazlandia,13,0
2020-11-23,candangolandia,3,0
2020-11-23,ceilandia,49,0
2020-11-23,cruzeiro,14,0
2020-11-23,fercal,1,0
2020-11-23,gama,32,1
2020-11-23,guara,67,1
2020-11-23,itapoa,2,0
2020-11-23,jardim_botanico,10,0
2020-11-23,lago_norte,17,0
2020-11-23,lago_sul,21,0
2020-11-23,nucleo_bandeirante,7,0
2020-11-23,outros_estados,98,0
2020-11-23,paranoa,10,0
2020-11-23,park_way,12,0
2020-11-23,planaltina,25,0
2020-11-23,plano_piloto,135,0
2020-11-23,por_do_sol,2,0
2020-11-23,recanto_das_emas,16,0
2020-11-23,riacho_fundo,16,0
2020-11-23,riacho_fundo_ii,5,0
2020-11-23,scia,3,0
2020-11-23,samambaia,32,1
2020-11-23,santa_maria,14,0
2020-11-23,sistema_penitenciario,1,0
2020-11-23,sobradinho,48,0
2020-11-23,sudoeste_octogonal,28,0
2020-11-23,sao_sebastiao,13,0
2020-11-23,taguatinga,75,1
2020-11-23,vicente_pires,8,1
2020-11-23,aguas_claras,80,0
2020-11-24,arniqueira,4,0
2020-11-24,brazlandia,6,0
2020-11-24,candangolandia,5,0
2020-11-24,ceilandia,65,1
2020-11-24,cruzeiro,13,0
2020-11-24,gama,29,0
2020-11-24,guara,67,1
2020-11-24,jardim_botanico,11,0
2020-11-24,lago_norte,21,0
2020-11-24,lago_sul,19,0
2020-11-24,nucleo_bandeirante,3,0
2020-11-24,outros_estados,145,2
2020-11-24,paranoa,2,0
2020-11-24,park_way,11,0
2020-11-24,planaltina,21,2
2020-11-24,plano_piloto,138,2
2020-11-24,por_do_sol,1,0
2020-11-24,recanto_das_emas,23,0
2020-11-24,riacho_fundo,13,0
2020-11-24,riacho_fundo_ii,11,0
2020-11-24,scia,8,0
2020-11-24,samambaia,46,2
2020-11-24,santa_maria,15,0
2020-11-24,sobradinho,42,0
2020-11-24,sobradinho_ii,3,0
2020-11-24,sudoeste_octogonal,33,0
2020-11-24,sao_sebastiao,19,0
2020-11-24,taguatinga,52,1
2020-11-24,varjao,3,0
2020-11-24,vicente_pires,16,0
2020-11-24,aguas_claras,71,1
2020-11-25,arniqueira,2,0
2020-11-25,brazlandia,2,0
2020-11-25,candangolandia,3,0
2020-11-25,ceilandia,54,1
2020-11-25,cruzeiro,10,0
2020-11-25,gama,29,1
2020-11-25,guara,48,0
2020-11-25,itapoa,2,0
2020-11-25,jardim_botanico,9,0
2020-11-25,lago_norte,14,1
2020-11-25,lago_sul,14,0
2020-11-25,nucleo_bandeirante,7,0
2020-11-25,outros_estados,78,0
2020-11-25,park_way,15,0
2020-11-25,planaltina,16,0
2020-11-25,plano_piloto,87,0
2020-11-25,por_do_sol,1,0
2020-11-25,recanto_das_emas,5,0
2020-11-25,riacho_fundo,9,0
2020-11-25,riacho_fundo_ii,4,0
2020-11-25,scia,3,0
2020-11-25,samambaia,49,1
2020-11-25,santa_maria,19,0
2020-11-25,sobradinho,26,0
2020-11-25,sobradinho_ii,1,0
2020-11-25,sudoeste_octogonal,18,0
2020-11-25,sao_sebastiao,16,0
2020-11-25,taguatinga,71,0
2020-11-25,vicente_pires,12,0
2020-11-25,aguas_claras,52,0
2020-11-26,arniqueira,1,0
2020-11-26,brazlandia,10,0
2020-11-26,candangolandia,1,0
2020-11-26,ceilandia,46,2
2020-11-26,cruzeiro,6,1
2020-11-26,gama,27,1
2020-11-26,guara,23,0
2020-11-26,itapoa,1,0
2020-11-26,jardim_botanico,1,0
2020-11-26,lago_norte,4,0
2020-11-26,lago_sul,6,0
2020-11-26,nucleo_bandeirante,3,0
2020-11-26,outros_estados,52,0
2020-11-26,paranoa,3,0
2020-11-26,park_way,2,1
2020-11-26,planaltina,13,0
2020-11-26,plano_piloto,41,0
2020-11-26,por_do_sol,1,0
2020-11-26,recanto_das_emas,6,0
2020-11-26,riacho_fundo,6,1
2020-11-26,riacho_fundo_ii,5,0
2020-11-26,scia,2,0
2020-11-26,samambaia,24,0
2020-11-26,santa_maria,14,0
2020-11-26,sobradinho,16,0
2020-11-26,sobradinho_ii,2,0
2020-11-26,sudoeste_octogonal,3,0
2020-11-26,sao_sebastiao,13,0
2020-11-26,taguatinga,59,0
2020-11-26,varjao,3,0
2020-11-26,vicente_pires,12,0
2020-11-26,aguas_claras,24,0
2020-11-27,arniqueira,1,0
2020-11-27,brazlandia,2,0
2020-11-27,candangolandia,3,0
2020-11-27,ceilandia,34,0
2020-11-27,cruzeiro,4,0
2020-11-27,fercal,1,0
2020-11-27,gama,22,0
2020-11-27,guara,14,1
2020-11-27,itapoa,2,0
2020-11-27,jardim_botanico,3,0
2020-11-27,lago_norte,6,0
2020-11-27,lago_sul,3,0
2020-11-27,nucleo_bandeirante,3,0
2020-11-27,outros_estados,41,1
2020-11-27,paranoa,5,0
2020-11-27,park_way,5,0
2020-11-27,planaltina,12,1
2020-11-27,plano_piloto,34,0
2020-11-27,recanto_das_emas,16,0
2020-11-27,riacho_fundo,6,1
2020-11-27,riacho_fundo_ii,4,0
2020-11-27,scia,1,0
2020-11-27,samambaia,27,1
2020-11-27,santa_maria,7,0
2020-11-27,sistema_penitenciario,3,0
2020-11-27,sobradinho,12,0
2020-11-27,sobradinho_ii,3,0
2020-11-27,sudoeste_octogonal,13,0
2020-11-27,sao_sebastiao,7,0
2020-11-27,taguatinga,36,1
2020-11-27,vicente_pires,4,0
2020-11-27,aguas_claras,28,0
2020-11-28,arniqueira,1,0
2020-11-28,brazlandia,9,0
2020-11-28,candangolandia,6,0
2020-11-28,ceilandia,56,0
2020-11-28,cruzeiro,14,0
2020-11-28,gama,40,0
2020-11-28,guara,46,1
2020-11-28,itapoa,4,0
2020-11-28,jardim_botanico,6,0
2020-11-28,lago_norte,20,2
2020-11-28,lago_sul,13,0
2020-11-28,nucleo_bandeirante,12,0
2020-11-28,outros_estados,116,0
2020-11-28,paranoa,6,0
2020-11-28,park_way,4,0
2020-11-28,planaltina,28,0
2020-11-28,plano_piloto,128,0
2020-11-28,por_do_sol,4,0
2020-11-28,recanto_das_emas,13,0
2020-11-28,riacho_fundo,9,0
2020-11-28,riacho_fundo_ii,9,0
2020-11-28,scia,3,0
2020-11-28,samambaia,31,2
2020-11-28,santa_maria,14,1
2020-11-28,sobradinho,52,0
2020-11-28,sobradinho_ii,3,0
2020-11-28,sudoeste_octogonal,33,0
2020-11-28,sao_sebastiao,25,2
2020-11-28,taguatinga,65,0
2020-11-28,varjao,2,0
2020-11-28,vicente_pires,14,0
2020-11-28,aguas_claras,51,0
2020-11-29,arniqueira,3,0
2020-11-29,brazlandia,19,0
2020-11-29,candangolandia,4,0
2020-11-29,ceilandia,52,0
2020-11-29,cruzeiro,13,0
2020-11-29,gama,42,0
2020-11-29,guara,44,1
2020-11-29,itapoa,3,0
2020-11-29,jardim_botanico,8,0
2020-11-29,lago_norte,15,1
2020-11-29,lago_sul,25,0
2020-11-29,nucleo_bandeirante,12,0
2020-11-29,outros_estados,167,2
2020-11-29,paranoa,2,0
2020-11-29,park_way,11,0
2020-11-29,planaltina,33,0
2020-11-29,plano_piloto,137,1
2020-11-29,por_do_sol,3,0
2020-11-29,recanto_das_emas,17,1
2020-11-29,riacho_fundo,11,0
2020-11-29,riacho_fundo_ii,3,0
2020-11-29,scia,2,0
2020-11-29,samambaia,23,0
2020-11-29,santa_maria,21,0
2020-11-29,sobradinho,30,0
2020-11-29,sobradinho_ii,2,0
2020-11-29,sudoeste_octogonal,34,1
2020-11-29,sao_sebastiao,16,0
2020-11-29,taguatinga,68,2
2020-11-29,varjao,1,0
2020-11-29,vicente_pires,17,0
2020-11-29,aguas_claras,76,0
2020-11-30,arniqueira,5,1
2020-11-30,brazlandia,12,1
2020-11-30,candangolandia,2,0
2020-11-30,ceilandia,76,0
2020-11-30,cruzeiro,25,1
2020-11-30,fercal,1,0
2020-11-30,gama,49,1
2020-11-30,guara,79,0
2020-11-30,itapoa,2,0
2020-11-30,jardim_botanico,11,0
2020-11-30,lago_norte,33,0
2020-11-30,lago_sul,39,2
2020-11-30,nucleo_bandeirante,9,0
2020-11-30,outros_estados,116,2
2020-11-30,paranoa,11,0
2020-11-30,park_way,12,0
2020-11-30,planaltina,29,1
2020-11-30,plano_piloto,178,1
2020-11-30,recanto_das_emas,15,0
2020-11-30,riacho_fundo,8,0
2020-11-30,riacho_fundo_ii,10,0
2020-11-30,scia,3,1
2020-11-30,samambaia,41,0
2020-11-30,santa_maria,22,1
2020-11-30,sobradinho,77,1
2020-11-30,sobradinho_ii,2,0
2020-11-30,sudoeste_octogonal,31,0
2020-11-30,sao_sebastiao,18,0
2020-11-30,taguatinga,63,1
2020-11-30,varjao,1,0
2020-11-30,vicente_pires,19,0
2020-11-30,aguas_claras,70,0
2020-12-01,arniqueira,2,1
2020-12-01,brazlandia,4,0
2020-12-01,candangolandia,6,0
2020-12-01,ceilandia,79,1
2020-12-01,cruzeiro,16,0
2020-12-01,gama,36,0
2020-12-01,guara,58,0
2020-12-01,itapoa,3,0
2020-12-01,jardim_botanico,13,0
2020-12-01,lago_norte,24,0
2020-12-01,lago_sul,24,0
2020-12-01,nucleo_bandeirante,13,1
2020-12-01,outros_estados,111,4
2020-12-01,paranoa,5,0
2020-12-01,park_way,7,0
2020-12-01,planaltina,25,1
2020-12-01,plano_piloto,146,2
2020-12-01,por_do_sol,2,0
2020-12-01,recanto_das_emas,16,0
2020-12-01,riacho_fundo,13,0
2020-12-01,riacho_fundo_ii,4,0
2020-12-01,scia,2,0
2020-12-01,samambaia,35,0
2020-12-01,santa_maria,26,1
2020-12-01,sistema_penitenciario,1,0
2020-12-01,sobradinho,38,2
2020-12-01,sobradinho_ii,2,0
2020-12-01,sudoeste_octogonal,31,1
2020-12-01,sao_sebastiao,15,0
2020-12-01,taguatinga,60,0
2020-12-01,varjao,3,0
2020-12-01,vicente_pires,24,0
2020-12-01,aguas_claras,74,1
2020-12-02,arniqueira,3,0
2020-12-02,brazlandia,3,0
2020-12-02,candangolandia,5,0
2020-12-02,ceilandia,45,1
2020-12-02,cruzeiro,11,0
2020-12-02,gama,31,2
2020-12-02,guara,37,0
2020-12-02,itapoa,2,0
2020-12-02,jardim_botanico,6,0
2020-12-02,lago_norte,16,0
2020-12-02,lago_sul,16,0
2020-12-02,nucleo_bandeirante,6,0
2020-12-02,outros_estados,131,1
2020-12-02,paranoa,8,0
2020-12-02,park_way,9,0
2020-12-02,planaltina,9,0
2020-12-02,plano_piloto,121,0
2020-12-02,por_do_sol,2,0
2020-12-02,recanto_das_emas,13,0
2020-12-02,riacho_fundo,14,0
2020-12-02,riacho_fundo_ii,2,0
2020-12-02,samambaia,37,1
2020-12-02,santa_maria,24,0
2020-12-02,sistema_penitenciario,1,0
2020-12-02,sobradinho,40,0
2020-12-02,sobradinho_ii,3,0
2020-12-02,sudoeste_octogonal,26,1
2020-12-02,sao_sebastiao,8,0
2020-12-02,taguatinga,70,0
2020-12-02,vicente_pires,18,0
2020-12-02,aguas_claras,65,0
2020-12-03,arniqueira,5,0
2020-12-03,brazlandia,8,0
2020-12-03,candangolandia,3,0
2020-12-03,ceilandia,30,0
2020-12-03,cruzeiro,9,0
2020-12-03,gama,21,2
2020-12-03,guara,39,0
2020-12-03,itapoa,3,0
2020-12-03,jardim_botanico,7,0
2020-12-03,lago_norte,16,0
2020-12-03,lago_sul,26,2
2020-12-03,nucleo_bandeirante,5,0
2020-12-03,outros_estados,164,0
2020-12-03,paranoa,2,0
2020-12-03,park_way,5,0
2020-12-03,planaltina,15,0
2020-12-03,plano_piloto,76,0
2020-12-03,recanto_das_emas,4,0
2020-12-03,riacho_fundo,12,0
2020-12-03,riacho_fundo_ii,4,1
2020-12-03,scia,1,0
2020-12-03,samambaia,24,1
2020-12-03,santa_maria,16,0
2020-12-03,sobradinho,25,1
2020-12-03,sudoeste_octogonal,15,1
2020-12-03,sao_sebastiao,15,1
2020-12-03,taguatinga,35,0
2020-12-03,varjao,2,0
2020-12-03,vicente_pires,15,0
2020-12-03,aguas_claras,65,1
2020-12-04,arniqueira,2,0
2020-12-04,brazlandia,10,0
2020-12-04,candangolandia,3,0
2020-12-04,ceilandia,44,0
2020-12-04,cruzeiro,22,0
2020-12-04,gama,61,0
2020-12-04,guara,58,0
2020-12-04,itapoa,1,0
2020-12-04,jardim_botanico,10,0
2020-12-04,lago_norte,20,0
2020-12-04,lago_sul,28,1
2020-12-04,nucleo_bandeirante,9,1
2020-12-04,outros_estados,114,0
2020-12-04,paranoa,4,0
2020-12-04,park_way,10,0
2020-12-04,planaltina,17,1
2020-12-04,plano_piloto,146,0
2020-12-04,por_do_sol,2,0
2020-12-04,recanto_das_emas,13,1
2020-12-04,riacho_fundo,9,0
2020-12-04,riacho_fundo_ii,5,0
2020-12-04,scia,2,0
2020-12-04,samambaia,30,2
2020-12-04,santa_maria,25,0
2020-12-04,sistema_penitenciario,1,0
2020-12-04,sobradinho,35,0
2020-12-04,sobradinho_ii,2,0
2020-12-04,sudoeste_octogonal,27,0
2020-12-04,sao_sebastiao,18,1
2020-12-04,taguatinga,92,0
2020-12-04,varjao,2,0
2020-12-04,vicente_pires,19,1
2020-12-04,aguas_claras,59,0
2020-12-05,brazlandia,8,0
2020-12-05,candangolandia,5,0
2020-12-05,ceilandia,74,1
2020-12-05,cruzeiro,7,0
2020-12-05,fercal,2,0
2020-12-05,gama,44,0
2020-12-05,guara,39,0
2020-12-05,itapoa,3,0
2020-12-05,jardim_botanico,9,0
2020-12-05,lago_norte,12,0
2020-12-05,lago_sul,22,1
2020-12-05,nucleo_bandeirante,7,0
